user_id,variant,assignment_date,converted,page_load_ms
3247,control,2026-03-08,0,1515
3248,control,2026-03-10,1,1006
3249,treatment,2026-03-03,0,841
3250,control,2026-03-07,1,1308
3251,treatment,2026-03-06,1,687
3252,treatment,2026-03-06,0,3069
3253,control,2026-03-12,0,1242
3254,control,2026-03-12,0,1364
3255,control,2026-03-12,0,1251
3256,control,2026-03-06,0,1161
3257,treatment,2026-03-15,1,999
3258,treatment,2026-03-02,1,1264
3259,control,2026-03-15,0,1457
3260,treatment,2026-03-02,0,1066
3261,treatment,2026-03-10,1,1728
3262,treatment,2026-03-13,0,791
3263,treatment,2026-03-06,0,819
3264,control,2026-03-14,0,644
3265,control,2026-03-12,0,1387
3266,treatment,2026-03-02,0,1734
3267,treatment,2026-03-05,0,1024
3268,control,2026-03-05,1,1319
3269,control,2026-03-14,0,1435
3270,control,2026-03-12,1,1198
3271,control,2026-03-07,0,813
3272,control,2026-03-13,0,934
3273,control,2026-03-03,1,1149
3274,treatment,2026-03-08,1,3974
3275,treatment,2026-03-08,0,589
3276,control,2026-03-13,0,1507
3277,control,2026-03-07,0,1980
3278,treatment,2026-03-09,0,676
3279,treatment,2026-03-04,0,1321
3280,control,2026-03-14,0,1095
3281,treatment,2026-03-04,0,2053
3282,treatment,2026-03-05,1,1216
3283,control,2026-03-13,1,1767
3284,treatment,2026-03-13,1,2713
3285,control,2026-03-12,0,1027
3286,control,2026-03-13,0,1489
3287,control,2026-03-14,1,806
3288,control,2026-03-12,0,1137
3289,control,2026-03-03,0,1659
3290,treatment,2026-03-10,1,1767
3291,treatment,2026-03-08,1,1132
3292,treatment,2026-03-05,0,884
3293,treatment,2026-03-02,1,1279
3294,treatment,2026-03-04,0,961
3295,control,2026-03-10,1,760
3296,treatment,2026-03-11,1,1386
3297,control,2026-03-11,1,1142
3298,control,2026-03-14,1,1810
3299,treatment,2026-03-02,0,1214
3300,control,2026-03-07,0,1218
3301,control,2026-03-14,1,1307
3302,control,2026-03-14,1,1171
3303,treatment,2026-03-05,1,914
3304,control,2026-03-04,0,1765
3305,treatment,2026-03-10,1,1799
3306,treatment,2026-03-02,1,1150
3307,treatment,2026-03-02,1,1435
3308,treatment,2026-03-11,0,1413
3309,control,2026-03-12,0,1241
3310,treatment,2026-03-08,0,1312
3311,treatment,2026-03-12,1,1467
3312,control,2026-03-12,0,1842
3313,treatment,2026-03-10,0,1734
3314,treatment,2026-03-11,0,1024
3315,control,2026-03-10,0,445
3316,treatment,2026-03-05,1,1643
3317,treatment,2026-03-13,0,1251
3318,control,2026-03-12,0,954
3319,treatment,2026-03-04,0,956
3320,control,2026-03-10,0,2055
3321,control,2026-03-04,0,1053
3322,control,2026-03-07,0,718
3323,control,2026-03-15,0,1261
3324,control,2026-03-06,1,1265
3325,control,2026-03-12,1,905
3326,control,2026-03-03,1,909
3327,treatment,2026-03-15,0,2182
3328,treatment,2026-03-05,0,745
3329,control,2026-03-10,0,1657
3330,control,2026-03-13,0,770
3331,control,2026-03-12,0,674
3332,control,2026-03-13,1,1961
3333,treatment,2026-03-04,1,1602
3334,treatment,2026-03-14,0,1122
3335,treatment,2026-03-09,0,875
3336,treatment,2026-03-13,0,748
3337,treatment,2026-03-10,0,951
3338,treatment,2026-03-15,0,888
3339,treatment,2026-03-15,0,1372
3340,control,2026-03-06,0,1599
3341,treatment,2026-03-14,0,2447
3342,treatment,2026-03-04,0,1241
3343,treatment,2026-03-02,1,2921
3344,control,2026-03-06,0,634
3345,control,2026-03-03,0,2514
3346,treatment,2026-03-08,0,1225
3347,control,2026-03-15,1,1090
3348,control,2026-03-02,1,1321
3349,treatment,2026-03-07,0,1270
3350,control,2026-03-13,0,967
3351,treatment,2026-03-04,1,964
3352,control,2026-03-05,1,934
3353,control,2026-03-08,0,908
3354,control,2026-03-05,1,1169
3355,control,2026-03-02,0,794
3356,treatment,2026-03-10,1,871
3357,treatment,2026-03-12,1,2062
3358,control,2026-03-04,0,834
3359,control,2026-03-05,1,1100
3360,treatment,2026-03-07,0,1884
3361,control,2026-03-10,0,982
3362,control,2026-03-09,1,679
3363,treatment,2026-03-05,0,1468
3364,treatment,2026-03-05,0,1557
3365,treatment,2026-03-13,0,732
3366,control,2026-03-09,0,1167
3367,control,2026-03-06,0,812
3368,control,2026-03-14,0,2129
3369,treatment,2026-03-05,0,1549
3370,control,2026-03-09,1,915
3371,treatment,2026-03-15,1,2111
3372,treatment,2026-03-06,0,842
3373,treatment,2026-03-09,0,1526
3374,control,2026-03-11,0,1987
3375,treatment,2026-03-07,1,976
3376,treatment,2026-03-13,0,1913
3377,treatment,2026-03-02,0,1939
3378,control,2026-03-02,1,990
3379,control,2026-03-15,0,893
3380,treatment,2026-03-03,1,1110
3381,treatment,2026-03-07,0,2240
3382,control,2026-03-07,1,927
3383,treatment,2026-03-12,0,1517
3384,control,2026-03-08,0,722
3385,treatment,2026-03-06,0,1067
3386,control,2026-03-07,0,886
3387,control,2026-03-06,0,1177
3388,treatment,2026-03-12,1,1554
3389,control,2026-03-13,0,2017
3390,control,2026-03-15,1,933
3391,control,2026-03-02,0,1135
3392,treatment,2026-03-14,0,1830
3393,control,2026-03-09,0,908
3394,treatment,2026-03-11,0,1924
3395,control,2026-03-07,0,2343
3396,control,2026-03-11,0,1216
3397,control,2026-03-13,0,726
3398,control,2026-03-02,1,998
3399,control,2026-03-12,1,1714
3400,control,2026-03-07,0,753
3401,treatment,2026-03-04,1,748
3402,treatment,2026-03-04,0,2119
3403,treatment,2026-03-04,0,2130
3404,control,2026-03-08,0,1034
3405,control,2026-03-03,1,864
3406,treatment,2026-03-08,0,1710
3407,treatment,2026-03-09,0,1518
3408,treatment,2026-03-11,0,1418
3409,treatment,2026-03-14,0,1182
3410,treatment,2026-03-15,0,2375
3411,control,2026-03-15,1,1407
3412,treatment,2026-03-02,0,923
3413,control,2026-03-09,1,1765
3414,treatment,2026-03-03,0,1150
3415,treatment,2026-03-02,0,1063
3416,treatment,2026-03-03,0,988
3417,control,2026-03-12,0,1767
3418,treatment,2026-03-10,1,2219
3419,treatment,2026-03-08,0,1973
3420,control,2026-03-07,1,1508
3421,control,2026-03-05,0,1546
3422,treatment,2026-03-03,1,1461
3423,treatment,2026-03-13,0,2286
3424,control,2026-03-13,0,1491
3425,treatment,2026-03-09,1,729
3426,treatment,2026-03-06,0,1285
3427,control,2026-03-10,0,1433
3428,treatment,2026-03-03,0,1618
3429,control,2026-03-05,1,1156
3430,treatment,2026-03-05,0,1176
3431,control,2026-03-15,1,2304
3432,control,2026-03-05,1,1273
3433,treatment,2026-03-02,0,1094
3434,control,2026-03-15,0,688
3435,control,2026-03-05,1,2213
3436,control,2026-03-15,0,1405
3437,control,2026-03-04,1,2721
3438,treatment,2026-03-07,0,1820
3439,control,2026-03-12,0,1056
3440,control,2026-03-05,1,1650
3441,control,2026-03-15,0,919
3442,control,2026-03-14,1,1660
3443,control,2026-03-06,1,1650
3444,control,2026-03-07,1,1413
3445,control,2026-03-06,0,770
3446,treatment,2026-03-09,0,940
3447,treatment,2026-03-09,0,1456
3448,treatment,2026-03-12,1,2577
3449,treatment,2026-03-06,1,1571
3450,treatment,2026-03-08,0,1092
3451,control,2026-03-05,0,1224
3452,treatment,2026-03-11,0,1165
3453,control,2026-03-04,1,980
3454,treatment,2026-03-14,1,828
3455,control,2026-03-11,0,1272
3456,treatment,2026-03-09,1,1348
3457,control,2026-03-08,1,1668
3458,control,2026-03-04,0,1210
3459,control,2026-03-11,0,1571
3460,control,2026-03-15,1,1003
3461,control,2026-03-07,0,1966
3462,treatment,2026-03-07,1,1642
3463,control,2026-03-02,0,1231
3464,treatment,2026-03-14,0,1331
3465,control,2026-03-12,0,714
3466,control,2026-03-13,0,1495
3467,control,2026-03-13,0,1588
3468,control,2026-03-03,1,901
3469,control,2026-03-04,0,1219
3470,control,2026-03-04,1,1178
3471,treatment,2026-03-05,0,1494
3472,control,2026-03-10,1,1296
3473,treatment,2026-03-07,1,789
3474,control,2026-03-06,1,1097
3475,control,2026-03-14,0,1209
3476,control,2026-03-08,1,1482
3477,treatment,2026-03-03,1,1412
3478,control,2026-03-02,1,2292
3479,control,2026-03-03,0,1236
3480,control,2026-03-08,0,894
3481,treatment,2026-03-04,1,1460
3482,control,2026-03-11,0,1729
3483,treatment,2026-03-10,1,1220
3484,control,2026-03-04,0,986
3485,treatment,2026-03-08,0,809
3486,control,2026-03-03,1,912
3487,treatment,2026-03-05,1,1367
3488,treatment,2026-03-15,0,698
3489,treatment,2026-03-03,0,1291
3490,treatment,2026-03-13,1,1148
3491,control,2026-03-06,1,2235
3492,control,2026-03-03,0,1236
3493,treatment,2026-03-12,1,916
3494,control,2026-03-07,0,1154
3495,control,2026-03-15,0,880
3496,treatment,2026-03-04,0,606
3497,treatment,2026-03-03,0,1551
3498,control,2026-03-12,1,816
3499,treatment,2026-03-12,0,1263
3500,control,2026-03-07,0,976
3501,control,2026-03-13,1,795
3502,treatment,2026-03-05,0,774
3503,control,2026-03-03,0,744
3504,control,2026-03-11,0,1174
3505,treatment,2026-03-02,0,1661
3506,treatment,2026-03-13,0,2622
3507,control,2026-03-08,0,1323
3508,control,2026-03-02,0,1514
3509,control,2026-03-03,0,2399
3510,treatment,2026-03-12,0,1030
3511,treatment,2026-03-08,0,963
3512,treatment,2026-03-02,1,1298
3513,treatment,2026-03-04,0,1899
3514,treatment,2026-03-05,0,1027
3515,treatment,2026-03-06,0,1824
3516,treatment,2026-03-14,1,1261
3517,treatment,2026-03-07,1,944
3518,control,2026-03-10,0,619
3519,control,2026-03-06,0,2318
3520,control,2026-03-10,1,1615
3521,control,2026-03-14,0,1523
3522,treatment,2026-03-04,0,2555
3523,control,2026-03-15,1,928
3524,control,2026-03-02,1,940
3525,treatment,2026-03-11,1,980
3526,treatment,2026-03-14,0,1355
3527,control,2026-03-04,0,1041
3528,control,2026-03-15,0,1201
3529,treatment,2026-03-03,0,1390
3530,control,2026-03-09,1,918
3531,control,2026-03-15,0,905
3532,control,2026-03-13,0,634
3533,treatment,2026-03-03,0,1980
3534,treatment,2026-03-13,0,1016
3535,treatment,2026-03-06,0,808
3536,treatment,2026-03-14,0,1013
3537,treatment,2026-03-08,1,1262
3538,control,2026-03-03,0,1604
3539,treatment,2026-03-10,1,1912
3540,treatment,2026-03-02,0,835
3541,control,2026-03-14,0,590
3542,control,2026-03-10,0,1077
3543,control,2026-03-03,1,1237
3544,treatment,2026-03-02,0,1171
3545,treatment,2026-03-15,1,1079
3546,control,2026-03-11,0,1434
3547,treatment,2026-03-13,1,1413
3548,control,2026-03-14,1,1045
3549,treatment,2026-03-03,0,951
3550,treatment,2026-03-13,0,2501
3551,treatment,2026-03-08,1,2386
3552,treatment,2026-03-11,0,2076
3553,treatment,2026-03-08,1,1103
3554,control,2026-03-14,1,1842
3555,control,2026-03-06,1,1522
3556,control,2026-03-06,0,700
3557,control,2026-03-08,0,2125
3558,treatment,2026-03-02,0,1983
3559,treatment,2026-03-13,1,1471
3560,control,2026-03-12,0,970
3561,control,2026-03-12,0,974
3562,control,2026-03-10,0,2951
3563,control,2026-03-02,1,1353
3564,treatment,2026-03-02,0,1438
3565,treatment,2026-03-07,1,1124
3566,control,2026-03-12,1,1102
3567,control,2026-03-04,0,1096
3568,control,2026-03-07,0,2165
3569,treatment,2026-03-11,0,1947
3570,treatment,2026-03-10,0,2415
3571,treatment,2026-03-12,0,1321
3572,control,2026-03-15,0,1369
3573,control,2026-03-13,0,789
3574,treatment,2026-03-12,0,1359
3575,treatment,2026-03-09,0,1671
3576,control,2026-03-13,1,1437
3577,treatment,2026-03-04,0,3564
3578,treatment,2026-03-14,0,930
3579,treatment,2026-03-04,0,1412
3580,control,2026-03-15,0,1849
3581,control,2026-03-10,0,992
3582,control,2026-03-08,0,1408
3583,treatment,2026-03-06,0,1461
3584,treatment,2026-03-15,0,612
3585,control,2026-03-06,0,1511
3586,treatment,2026-03-03,1,1086
3587,control,2026-03-05,1,794
3588,treatment,2026-03-10,1,1191
3589,control,2026-03-11,0,1339
3590,treatment,2026-03-13,1,1005
3591,control,2026-03-08,0,1972
3592,control,2026-03-03,0,1080
3593,control,2026-03-10,0,2444
3594,treatment,2026-03-12,0,1078
3595,control,2026-03-06,0,841
3596,control,2026-03-15,1,1139
3597,control,2026-03-03,0,1466
3598,control,2026-03-15,0,751
3599,treatment,2026-03-09,0,1129
3600,control,2026-03-08,0,980
3601,treatment,2026-03-10,1,1446
3602,treatment,2026-03-05,1,1928
3603,control,2026-03-02,0,1603
3604,control,2026-03-04,0,1239
3605,treatment,2026-03-03,0,953
3606,treatment,2026-03-05,1,1402
3607,control,2026-03-15,0,1556
3608,treatment,2026-03-15,0,1319
3609,control,2026-03-07,0,1052
3610,treatment,2026-03-10,0,1148
3611,treatment,2026-03-15,0,1685
3612,control,2026-03-03,1,1055
3613,control,2026-03-11,0,867
3614,control,2026-03-10,0,1008
3615,treatment,2026-03-09,0,1262
3616,treatment,2026-03-03,0,1433
3617,treatment,2026-03-07,1,854
3618,control,2026-03-07,0,994
3619,treatment,2026-03-04,0,1419
3620,treatment,2026-03-02,1,2154
3621,treatment,2026-03-07,0,1558
3622,treatment,2026-03-09,1,1715
3623,treatment,2026-03-03,0,1142
3624,control,2026-03-14,0,975
3625,control,2026-03-08,0,1080
3626,treatment,2026-03-11,0,1002
3627,control,2026-03-02,1,1056
3628,treatment,2026-03-09,0,1023
3629,treatment,2026-03-15,1,1069
3630,control,2026-03-14,0,806
3631,control,2026-03-02,0,1541
3632,control,2026-03-06,1,1423
3633,control,2026-03-13,0,772
3634,treatment,2026-03-06,1,1166
3635,control,2026-03-12,0,1727
3636,treatment,2026-03-05,0,1723
3637,control,2026-03-09,0,903
3638,treatment,2026-03-04,0,1314
3639,treatment,2026-03-13,0,1668
3640,control,2026-03-14,0,927
3641,treatment,2026-03-15,0,1075
3642,control,2026-03-14,0,1174
3643,control,2026-03-08,0,642
3644,control,2026-03-03,0,1551
3645,control,2026-03-04,1,1434
3646,control,2026-03-09,0,1585
3647,treatment,2026-03-12,0,2023
3648,control,2026-03-08,0,1480
3649,control,2026-03-12,1,2304
3650,treatment,2026-03-14,1,1058
3651,control,2026-03-10,1,1085
3652,control,2026-03-14,1,672
3653,control,2026-03-06,0,2044
3654,control,2026-03-02,1,820
3655,control,2026-03-02,1,786
3656,treatment,2026-03-07,1,1141
3657,control,2026-03-07,0,1330
3658,control,2026-03-03,0,1347
3659,treatment,2026-03-03,0,705
3660,treatment,2026-03-03,1,1464
3661,treatment,2026-03-09,0,578
3662,treatment,2026-03-12,1,1000
3663,treatment,2026-03-07,0,1368
3664,control,2026-03-09,0,1154
3665,treatment,2026-03-05,1,987
3666,treatment,2026-03-13,0,1171
3667,control,2026-03-07,0,1334
3668,control,2026-03-15,0,1410
3669,treatment,2026-03-14,1,1266
3670,treatment,2026-03-06,0,1273
3671,treatment,2026-03-10,1,1239
3672,control,2026-03-02,1,2554
3673,control,2026-03-10,0,1238
3674,treatment,2026-03-14,1,1393
3675,treatment,2026-03-13,0,949
3676,treatment,2026-03-10,0,1286
3677,control,2026-03-11,1,1425
3678,treatment,2026-03-09,1,1784
3679,control,2026-03-08,1,1879
3680,control,2026-03-13,0,1494
3681,treatment,2026-03-09,1,1373
3682,treatment,2026-03-12,0,1677
3683,treatment,2026-03-07,0,1439
3684,control,2026-03-11,1,1042
3685,treatment,2026-03-09,1,1867
3686,treatment,2026-03-02,0,1381
3687,treatment,2026-03-07,0,1240
3688,treatment,2026-03-03,0,1133
3689,control,2026-03-02,0,477
3690,control,2026-03-15,0,1889
3691,control,2026-03-12,0,848
3692,treatment,2026-03-05,0,1106
3693,treatment,2026-03-06,1,788
3694,control,2026-03-09,1,1091
3695,treatment,2026-03-08,0,631
3696,control,2026-03-04,0,2469
3697,treatment,2026-03-07,0,1037
3698,control,2026-03-14,0,2208
3699,treatment,2026-03-02,1,2114
3700,treatment,2026-03-13,0,1941
3701,treatment,2026-03-12,0,724
3702,control,2026-03-05,1,2859
3703,control,2026-03-11,1,1183
3704,control,2026-03-07,1,1382
3705,control,2026-03-12,1,1480
3706,control,2026-03-02,0,1049
3707,control,2026-03-02,1,1891
3708,control,2026-03-09,1,738
3709,control,2026-03-11,0,651
3710,control,2026-03-11,1,1051
3711,control,2026-03-03,0,977
3712,treatment,2026-03-13,0,1545
3713,treatment,2026-03-10,1,1704
3714,treatment,2026-03-04,0,1448
3715,control,2026-03-12,0,1326
3716,control,2026-03-06,0,1822
3717,treatment,2026-03-05,0,2338
3718,control,2026-03-09,0,1547
3719,control,2026-03-15,0,743
3720,control,2026-03-13,1,586
3721,treatment,2026-03-13,1,1600
3722,treatment,2026-03-03,0,1834
3723,control,2026-03-13,0,1310
3724,control,2026-03-05,0,1075
3725,control,2026-03-05,0,2151
3726,treatment,2026-03-12,1,1375
3727,treatment,2026-03-13,0,1978
3728,treatment,2026-03-05,0,1557
3729,control,2026-03-11,0,1026
3730,control,2026-03-04,0,617
3731,control,2026-03-04,0,816
3732,control,2026-03-05,1,738
3733,control,2026-03-08,0,1016
3734,control,2026-03-02,0,1685
3735,control,2026-03-15,1,1810
3736,control,2026-03-07,0,1397
3737,treatment,2026-03-07,0,1182
3738,control,2026-03-15,1,1642
3739,control,2026-03-06,0,685
3740,control,2026-03-11,0,730
3741,treatment,2026-03-10,1,2481
3742,control,2026-03-02,1,1260
3743,treatment,2026-03-13,1,801
3744,control,2026-03-09,0,875
3745,control,2026-03-14,0,800
3746,treatment,2026-03-03,0,2287
3747,control,2026-03-05,1,2091
3748,control,2026-03-13,1,832
3749,treatment,2026-03-06,1,1215
3750,treatment,2026-03-08,1,1867
3751,control,2026-03-13,1,1935
3752,control,2026-03-07,0,807
3753,treatment,2026-03-02,1,1926
3754,control,2026-03-08,0,2319
3755,treatment,2026-03-06,1,1096
3756,treatment,2026-03-06,0,2458
3757,treatment,2026-03-08,0,1752
3758,treatment,2026-03-03,1,2026
3759,treatment,2026-03-10,1,1799
3760,control,2026-03-08,1,1185
3761,treatment,2026-03-15,1,691
3762,control,2026-03-15,1,1558
3763,treatment,2026-03-05,1,1329
3764,treatment,2026-03-11,0,906
3765,treatment,2026-03-09,0,1357
3766,control,2026-03-03,1,928
3767,control,2026-03-06,0,1605
3768,control,2026-03-06,0,885
3769,control,2026-03-11,0,932
3770,treatment,2026-03-03,1,987
3771,treatment,2026-03-03,1,1039
3772,treatment,2026-03-12,0,910
3773,control,2026-03-09,0,1327
3774,control,2026-03-11,0,1243
3775,control,2026-03-11,0,979
3776,treatment,2026-03-13,0,1706
3777,control,2026-03-05,1,2182
3778,control,2026-03-14,1,1017
3779,control,2026-03-13,1,951
3780,control,2026-03-02,0,1244
3781,treatment,2026-03-02,0,1459
3782,control,2026-03-15,0,1468
3783,treatment,2026-03-11,0,1295
3784,control,2026-03-09,0,1138
3785,treatment,2026-03-04,1,1704
3786,treatment,2026-03-08,0,1752
3787,control,2026-03-04,1,965
3788,treatment,2026-03-08,0,1756
3789,treatment,2026-03-10,1,1064
3790,treatment,2026-03-09,0,1491
3791,treatment,2026-03-13,1,1306
3792,control,2026-03-08,0,1427
3793,control,2026-03-13,0,1433
3794,control,2026-03-13,0,868
3795,treatment,2026-03-15,1,2024
3796,treatment,2026-03-09,0,1898
3797,control,2026-03-09,1,852
3798,control,2026-03-10,1,1210
3799,treatment,2026-03-02,0,969
3800,treatment,2026-03-11,0,1353
3801,treatment,2026-03-05,0,1989
3802,treatment,2026-03-10,0,842
3803,control,2026-03-14,0,921
3804,treatment,2026-03-04,0,1198
3805,control,2026-03-10,1,877
3806,treatment,2026-03-09,1,1028
3807,treatment,2026-03-06,0,2609
3808,treatment,2026-03-13,0,2107
3809,treatment,2026-03-11,0,1260
3810,control,2026-03-14,1,1463
3811,control,2026-03-14,0,599
3812,control,2026-03-08,1,491
3813,treatment,2026-03-03,1,1514
3814,treatment,2026-03-14,1,984
3815,treatment,2026-03-07,1,974
3816,control,2026-03-15,0,973
3817,control,2026-03-07,1,1221
3818,treatment,2026-03-05,1,1628
3819,control,2026-03-13,1,1372
3820,control,2026-03-10,0,1445
3821,control,2026-03-09,1,1927
3822,control,2026-03-07,0,1176
3823,treatment,2026-03-03,0,1232
3824,treatment,2026-03-15,0,1511
3825,control,2026-03-15,1,993
3826,treatment,2026-03-11,1,1831
3827,treatment,2026-03-04,1,1343
3828,control,2026-03-15,1,1263
3829,control,2026-03-08,1,1542
3830,control,2026-03-06,0,1431
3831,control,2026-03-11,0,1373
3832,control,2026-03-12,0,1795
3833,control,2026-03-07,0,1398
3834,treatment,2026-03-04,1,1780
3835,control,2026-03-06,0,1763
3836,treatment,2026-03-09,1,2301
3837,treatment,2026-03-15,0,1488
3838,treatment,2026-03-05,0,941
3839,control,2026-03-11,0,673
3840,treatment,2026-03-05,0,2167
3841,control,2026-03-07,1,712
3842,control,2026-03-04,0,949
3843,control,2026-03-10,1,781
3844,control,2026-03-10,1,1396
3845,control,2026-03-15,0,2202
3846,control,2026-03-07,0,1568
3847,control,2026-03-07,0,972
3848,control,2026-03-09,0,1213
3849,treatment,2026-03-10,0,1110
3850,control,2026-03-03,1,1097
3851,control,2026-03-14,1,770
3852,treatment,2026-03-05,0,1656
3853,control,2026-03-08,0,1723
3854,treatment,2026-03-05,0,1190
3855,treatment,2026-03-12,1,1897
3856,treatment,2026-03-10,1,2327
3857,treatment,2026-03-12,1,1021
3858,control,2026-03-13,0,1936
3859,treatment,2026-03-14,0,2612
3860,treatment,2026-03-08,0,1078
3861,treatment,2026-03-03,1,799
3862,control,2026-03-13,1,1184
3863,control,2026-03-15,0,1302
3864,treatment,2026-03-04,1,1597
3865,control,2026-03-03,1,1182
3866,treatment,2026-03-03,1,2633
3867,control,2026-03-09,0,517
3868,control,2026-03-05,0,1190
3869,treatment,2026-03-11,0,905
3870,treatment,2026-03-10,0,940
3871,treatment,2026-03-12,0,921
3872,treatment,2026-03-14,1,2397
3873,control,2026-03-14,0,1657
3874,control,2026-03-03,0,1123
3875,treatment,2026-03-05,0,2257
3876,control,2026-03-11,0,985
3877,treatment,2026-03-15,0,1160
